,Time,Speech,Communication Code,Common words,General Observation,
,,,,,,
,,,,,,
170513,,,,,,
40,(00:05:16),Basic trauma.,,,,
,,,,,,
56,(00:06:48),So we're getting the basic labs and c-spine?,,,,
57,(00:06:50),That sounds good.,,,,
58,(00:06:51),Thank you.,,,,
59,(00:07:25),So we'll also just get a lateral c-spine X-ray.,,,,
60,(00:07:28),Okay.,,,,
,,,,,,
,,,,,,
170509,,,,,,
83,(00:25:45),Do you feel like you want to get trauma labs?,,,,
85,(00:25:48),"No, I don't think so.",,,,
,,,,,,
179,(00:30:15),"Alright, so I think the plan going forward is we'll change her out to Miami J. We'll get an X-ray of her chest, her right wrist, and c-spine T and L. Okay? Anybody have..",,,,
180,(00:30:24),The X-ray? Say that again.,,,,
181,(00:30:26),"CTL, right wrist, and chest.",,,,
190,(00:31:07),And a pelvic X-ray,,,,
191,(00:31:15),"Okay, so we summarize saying she has C, T and L tenderness, right wrist, right chest wall and right hip. So we're going to get X-rays of C-spine, T and L, chest, right wrist, and pelvis.",,,,
,,,,,,
,,,,,,
170507,,,,,,
45,(00:59:28),What imaging do they have?,,,,
46,(00:59:30),"They have a head CT, which we're getting moved up now.",,,,
53,(01:00:14),"I mean, alright, so we just want to hold it until we get an X-ray. I mean, I just think we need to at least evaluate c-spine.",,,,
54,(01:00:23),"That's fine, and then we can… you want a CT c-spine?",,,,
55,(01:00:27),"No, just like a little X-ray is fine.",,,,
56,(01:00:29),"Okay, we'll just hold him till the films.",,,,
57,(01:00:31),Okay.,,,,
,,,,,,
65,(01:01:15),"No, we're gonna get C-spine films and see what those look like. We're gonna get the C head loaded and then…",,,,
66,(01:01:23),You want them before you…?,,,,
67,(01:01:24),Correct. And we're working with Medstar hospital to get that read.,,,,
68,(01:01:28),The destination is an isssue. So is he trauma or NICU? Are we going to find out?,,,,
69,(01:01:33),"Yeah, I want to see the stuff first though. And I do want basic trauma labs, cause he fell right?",,,,
70,(01:01:41),"Alright, so I'm going to look at the scans and we'll talk to Neurosurgery once they look at himjust to see how close monitering we want overnight. But I suspect he should be able to go to the floor.",,,,
73,(01:02:15),Hello. What are our plans for c-spine? Is it clear?,,,,
74,(01:02:21),You are sitting there holding it.,,,,
75,(01:02:22),No. You're gonna hold c-spine.,,,,
76,(01:02:23),We're not gonna put in the brakes?,,,,
77,(01:02:25 ),Apparently not.,,,,
78,(01:02:28),We're not doing an CT?,,,,
79,(01:02:29),We're doing a X-ray of his neck. -- is ordering it now.,,,,
,,,,,,
,,,,,,
170508,,,,,,
155,(00:20:24),"No, I want X-rays first.",,,,
162,(00:20:52),"Alright, so… Yeah, change the collar, that's fine. So we're gonna get basic trauma labs, c-spine X-ray, we'll have dental come and look at the tooth.",,,,
,,,,,,
,,,,,,
170506,,,,,,
70,(00:12:28),"Alright, so we'll do a CT head and then we'll do…",,,,
71,(00:12:31),"…Female, NBC straw, standing on the side... We're going to get a head CT and c spine x-rays and down… Okay? I just need a room for her, and I will…",,,,
,,,,,,
,,,,,,
170448,,,,,,
115,(00:06:33),We're gonna need trauma labs.,,,,
116,(00:06:35),Comprehensive?,,,,
117,(00:06:36),Basic trauma labs.,,,,
118,(00:06:37),Comprehensive?,,,,
119,(00:06:38),Yeah.,,,,
,,,,,,
,,,,,,
170446,,,,,,
148,(00:31:46),"Given the mechanism of injury, I think we should x-ray his c-spine as well as his chest and a CT of his head.",,,,
,,,,,,
,,,,,,
170438,,,,,,
65,(00:36:35),Is NG suction ready?,,,,
67,(00:36:38),Suction is ready,,,,
68,(00:36:39),Okay go ahead,,,,
70,(00:36:45),Is she clenched down?,,,,
71,(00:36:46),She's clenched down.,,,,
,,,,,,
123,(00:40:45),You ready for your gas results?,,,,
124,(00:40:48),Yep,,,,
125,(00:40:48),"7.07, 99, 73.4, 29, um chemistry's: sodium 144. K 3.4. H and H 11.9 and 35, lactate 2.37",,,,
,,,,,,
133,(00:41:26),"Full trauma, comprehensive trauma labs",,,,
,,,,,,
151,(00:42:54),"And then um, we need basic, all, the full trauma labs",,,,
153,(00:42:59),"We were, but uh it's stopped right now, to get more labs",,,,
,,,,,,
173,(00:44:14),"Yeah, no problem. I'll get the rest of the blood later.",,,,
177,(00:44:27),".--, we need blood. I'll do this.",,,,
,,,,,,
203,(00:46:38),I gotta get more blood but I can't get it right now,,,,
,,,,,,
210,(00:47:12),Can we get a chest x-ray,,,,
,,,,,,
246,(00:49:02),We're gonna get a quick chest x-ray over here to make sure we're not missing any other injuries. And for placement. We're gonna get a head CT and a chest CT. We have full trauma labs that are pending.,,,,
248,(00:49:17),I'm gonna pop your tourniquet.,,,,
249,(00:49:19),"Yeah, yeah.",,,,
250,(00:49:24),You know what? I'll you know,,,,
251,(00:49:25),That was part of the lab draw,,,,
252,(00:49:28),"That's fine, okay. Neurosurgery is coming?",,,,
253,(00:49:30),"Yes. And you want, we're doing chest and abdomen",,,,
254,(00:49:31),"We're doing a chest and abdomen, we're getting a chest x-ray right now and head and abdomen CT. And then and then neurosurgery",,,,
256,(00:49:47),Alright. Chest x-ray,,,,
257,(00:49:50),Okay,,,,
258,(00:40:50),CT ready,,,,
259,(00:49:52),CT's ready after the x-ray we're gonna okay and the elevator,,,,
260,(00:49:57),The waist,,,,
263,(00:50:01),Let's get one please. Let's get the x-ray ready,,,,
,,,,,,
,,,,,,
170432,,,,,,
150,(00:08:59),"Alright, so just filming the left upper arm, right?",,,,
151,(00:09:02),"Yeah, just the elbow and the wrist and the forearm.",,,,
159,(00:09:38),What blood work? What blood work?,,,,
160,(00:09:40),Just the basic trauma labs,,,,
,,,,,,
233,(00:13:50),We'll get x-rays,,,,
237,(00:14:17),So I think we're gonna do basic trauma labs and we're just gonna do x-rays of that left arm,,,,
238,(00:14:22),"Okay, and you guys put those in?",,,,
239,(00:14:23),Yes,,,,
,,,,,,
,,,,,,
170431,,,,,,
129,(00:19:53),"So we'll do basic labs, lateral c-spine, planned films of that right knee and then the question is do we want to do a head CT",,,,
,,,,,,
,,,,,,
170410,,,,,,
26,(00:12:27),We'll need a chest X-ray.,,,,
,,,,,,
128,(00:18:30),"So we'll need basic trauma labs, chest x-ray, and then we'll just… follow up.",,,,
,,,,,,
,,,,,,
170427,,,,,,
111,(00:15:11),"So I would so on her, I would comprehensive labs, c-spine series, aP pelvis, and a CT of her pelvis.",,,,
,,,,,,
,,,,,,
170426,,,,,,
34,(00:04:29),"So guys, we do want belly labs, we want full labs.",,,,
35,(00:04:33),Comprehensive?,,,,
,,,,,,
77,(00:08:35),"Any other uh, x-ray, obviously x-ray",,,,
78,(00:08:38),I would get cervical spine,,,,
79,(00:08:39),"Yeah, I think that's fair. I think that's fair. And then based on labs we can decide whether he needs belly. He didn't lose consciousness?",,,,
87,(00:08:56),C-spine?,,,,
88,(00:08:58),It helps. Not right now.,,,,
89,(00:09:00),"Okay. And complete, I'm just gonna get belly and extremity labs.",,,,
90,(00:09:04),"Complete, yeah.",,,,
91,(00:09:06),And then we can image all the extremities as necessary here?,,,,
92,(00:09:09),Yup.,,,,
93,(00:09:11),Okay I'm gonna stop right now.,,,,
94,(00:09:22),Want me to call ortho?,,,,
95,(00:09:24),"Um, yeah, they'll be involved absolutely. We just um wanna get him comfortable and wanna get him straight",,,,
,,,,,,
,,,,,,
170421,,,,,,
93,(00:14:24),"We'll get the labs but we have a clear mechanism of injury, uh, we have prolonged […]",,,,
,,,,,,
,,,,,,
170420,,,,,,
2,(00:32:59),Can we have the disc?,,,,
3,(00:33:00),We do have,,,,
4,(00:33:01),"Ok, can I have that?",,,,
5,(00:33:03),Chest x-ray and head CT,,,,
6,(00:33:05),Hemorrhagic contusion of the left temporal lobe.,,,,
7,(00:33:07),To the left temporal? Okay,,,,
,,,,,,
95,(00:39:50),Okay. Do we have any labs that came with him from the outside hospital?,,,,
96,(00:39:53),"Yes, we do.",,,,
97,(00:39:54),Okay. Do we want any more labs here?,,,,
98,(00:39:56),Yes.,,,,
99,(00:39:57),What labs you want?,,,,
100,(00:39:57),"If you want, get them now, while I'm drawing blood.",,,,
101,(00:39:59),Enough for full coags and uh the comprehensive trauma labs and an iSTAT,,,,
102,(00:40:05),"Okay. So as soon as you get the labs, we're gonna roll him.",,,,
103,(00:40:08),Okay and then we're waiting on the imaging,,,,
,,,,,,
,,,,,,
170113,,,,,,
132,(00:19:21),"Nope. Sounds like we're taking basic labs, chest x-ray",,,,
133,(00:19:27),I got that,,,,
134,(00:19:28),Left tib-fib,,,,
135,(00:19:29),Left tib-fib. That's all?,,,,
136,(00:19:30),Yup,,,,
,,,,,,
,,,,,,
170221,,,,,,
10,(00:32:14),We have to take this out for the chest X-ray.,,,,
,,,,,,
258,(00:46:30),"After the chest tube placement, we will get an X-ray…",,,,
259,(00:46:33),X ray and then CT.,,,,
260,(00:46:34),And then CT.,,,,
261,(00:46:37),"And while we're doing that, do you mind pulling up the the X-ray --, have it ready to go.",,,,
,,,,,,
,,,,,,
170305,,,,,,
50,(00:03:16),So can we get a set of trauma labs?,,,,
52,(00:03:19),Basic or comprehensive?,,,,
55,(00:03:22),Basic or comprehensive?,,,,
,,,,,,
195,(00:14:56),Did you want tib fib or whole leg?,,,,
196,(00:14:58),"I think we need tib fib, femur, and right hip and pelvis.",,,,
197,(00:15:12),"Actually yeah, why don't you do.. Why don't we do right forearm?",,,,
198,(00:15:18),Just forearm?,,,,
199,(00:15:19),"Well, they usually, the forearm includes the wrist so..",,,,
200,(00:15:27),"And then we're doing right tib fib, femur and pelvis, correct?",,,,
201,(00:15:31),Yeah.,,,,
,,,,,,
236,(00:20:03),Did you want c-spine films?,,,,
237,(00:20:07),I don't think so.,,,,
,,,,,,
248,(00:21:12),"And we are getting trauma labs, we're getting a ",,,,
249,(00:21:17),"Uh, do you wanna get comprehensive for um, LFTs?",,,,
250,(00:21:23),"Yeah, we should get LFTs?",,,,
251,(00:21:24),"Yeah, so whatever you can do LFTs with.",,,,
252,(00:21:27),Comprehensive.,,,,
253,(00:21:28),"Comprehensive. So we're getting comprehensive trauma labs and a c-spine, a pelvis X-ray, a right hip, a right forearm…",,,,
254,(00:21:40),Elbow and wrist as well.,,,,
255,(00:21:42),Lumbar --,,,,
256,(00:21:44),LL spine and…,,,,
257,(00:21:46),Head CT or no head CT?,,,,
258,(00:21:48),No head CT at this point.,,,,
259,(00:21:49),Okay.,,,,
,,,,,,
,,,,,,
170118,,,,,,
62,(00:11:57),We're gonna just start basic trauma labs. ,,,,
,,,,,,
74,(00:18:35),"No images, let's get basic trauma labs. ",,,,
,,,,,,
,,,,,,
170116,,,,,,
259,(00:15:34),"Alright for right now, let's just do c, lateral c-spine films and then we'll see how those look before we go any further. I'm gonna hold off on any labs. ",,,,
,,,,,,
,,,,,,
170119,,,,,,
116,(00:18:07),Basic labs.,,,,
122,(00:18:30),"…Humerus, elbow. ",,,,
123,(00:18:32),"Humerus and elbow, that's it?",,,,
124,(00:18:34),"And then basic labs, ---, and then let's get him out of this room. ",,,,
,,,,,,
,,,,,,
170419,,,,,,
22,(00:04:55),The x-rays came. But I don't know whether they did that at --,,,,
23,(00:04:59),So what do we wanna do about his neck?,,,,
24,(00:05:02),"They did x-ray his neck, and they told me, but they don't, I don't have a read of his x-ray. They told me they x-rayed his neck and they were sure that it was negative but I don't have a read and I couldn't get a clincal update.",,,,
34,(00:05:33),"So just so you know, I'm looking at their, their, what they wrote on the outside of the disc.",,,,
36,(00:05:39),"They just did a a bone survey, they didn't do dedicated c-spine still.",,,,
,,,,,,
53,(00:07:11),Do we have any labs done now?,,,,
,,,,,,
73,(00:09:05),Alright and he already had a CAT scan we pulled from the other hospital,,,,
74,(00:09:07),"Correct. It's being uploaded, what their actual read is nondisplaced right sided posterior skull fracture and a question trace subarachnoid hemorrhage verses artifcat in the right occipital region. And um, and then apparently I was, I had asked them to image his c-spine and chest given the mechanism, but it looks like they did an entire bone survey with his skeletal survey, so I don't think we've gotten dedicated c-spine done. Um, but, I mean",,,,
80,(00:09:50),"And I also asked them to do a hemoglobin ASC, ALT and a urine",,,,
,,,,,,
,,,,,,
170418,,,,,,
121,(00:39:56),CT head first.,,,,
,,,,,,
132,(00:41:33),"For getting him up to CT can we make sure we have a bag? He's gonna go up to the CT scan, we might should go up with him, we have an O2 tank and a bag and a bag mask ventilator.",,,,
,,,,,,
139,(00:43:06),Full trauma labs.,,,,
140,(00:43:07),"Full trauma labs, lateral C-spine, head CT.",,,,
,,,,,,
,,,,,,
170416,,,,,,
62,(00:17:49),You just need to review the CT scan and then take a look at the labs.,,,,
63,(00:17:57),"Ah, you want coags as well?",,,,
64,(00:17:59),No.,,,,
65,(00:18:00),No?,,,,
66,(00:18:01),"Unless neurosurg wants them based on the, the bleed.",,,,
,,,,,,
,,,,,,
170415,,,,,,
67,(00:12:23),"No? Ok so we're gonna do CT head, face, C-spine x-rays, and labs.",,,,
,,,,,,
,,,,,,
170412,,,,,,
8,(00:08:26),We have the images?,,,,
9,(00:08:28),"We do, right here. I'll give it to these guys out here.",,,,
,,,,,,
14,(00:10:55),Did they send trauma labs?,,,,
15,(00:10:59),"Um, I'm sure, but I haven't checked",,,,
16,(00:11:02),They took blood and urine.,,,,
,,,,,,
30,(00:13:15),"Alright, here we go, urine, two red cells",,,,
,,,,,,
40,(00:14:08),"Okay. Alright, um, and the only obvious injury is the periorbital edema to the right eye and some abrasions a hematoma maybe on the forehead and some swelling. Um, so, you know we want to get some imaging we alreay have some, but if we do any of the head here, we just review that stuff. Do we have labs for him?",,,,
41,(00:14:30),"Labs are done. He has an AST of 54 and other than that, everything is good.",,,,
42,(00:14:36),"So that's fine, this is regular trauma, and do we have a AU and all that?",,,,
43,(00:14:42),Yup.,,,,
44,(00:14:43),Hema- er- hemaglobin?,,,,
45,(00:14:44),12,,,,
46,(00:14:47),"Um, and the face CT, we'll just have to look at, but otherwise.",,,,
47,(00:14:50),"Yeah, radiology just needs to review his stuff and then..",,,,
48,(00:14:54),And then we should be good I don't think,,,,
,,,,,,
59,(00:15:48),"And then, NPO, are we doing IV fluids?",,,,
60,(00:15:52),NPO until we look at the images and then he's gonna be ok,,,,
61,(00:15:54),Ok,,,,
,,,,,,
,,,,,,
170406,,,,,,
70,(00:19:39),They should get the lateral c-spine too,,,,
,,,,,,
87,(00:21:41),"Head CT was done already at the outset facility, it was normal. ALC/AST were done, normal. He had a chest x-ray, he's gonna get another chest x-ray now, he's gonna get a lateral c-spine, he has a UA pending, he'll go up to the PICU and get extubated when he's there.",,,,
,,,,,,
,,,,,,
170308,,,,,,
91,16:37,Can we get a basic traum..,,,,
92,16:40,Basic trauma labs do they want all…,,,,
93,16:41,"He has a CBC, he has a BMP",,,,
,,,,,,
,,,,,,
170304,,,,,,
63,(00:38:16),Can we just get the X-ray to confirm the ET tube placement and while they put the additional IV?,,,,
64,(00:38:22),Sure.,,,,
66,(00:38:25),"Whoa, wait hold on. We gotta get the X-ray first, then we can move onto the secondary. They still need to put an IV.",,,,
67,(00:38:34),"--, can we get the X-ray real quick? Just to make sure the ET tube is in the right place and then we can get the labs?",,,,
68,(00:38:41),Thanks.,,,,
,,,,,,
124,(00:48:16),"Alright, we managed to get the labs, but this doesn't stay in so.",,,,
